Id,單價元平方公尺
0,133719.92791555100
1,104416.89563054900
2,123441.03330716600
3,114202.75702805200
4,245278.50730959100
5,178065.39174238800
6,166299.69293960100
7,200650.21625105900
8,171055.52140265600
9,215199.68521500700
10,242352.26599276300
11,216464.25185375600
12,128337.59743742400
13,137014.65544861400
14,136765.53612182500
15,100102.57318355100
16,134254.62516994800
17,257706.92474296700
18,198956.61560340800
19,183700.2064855750
20,304036.7508397610
21,122345.54632920700
22,110945.25930533600
23,144795.16068813100
24,125900.65810533500
25,120293.42934901200
26,97240.8582828156
27,165845.20171180300
28,256166.1606980730
29,246285.2310986690
30,245162.90903279000
31,258007.78044325800
32,238368.10541139400
33,281690.09327886900
34,250265.4255355310
35,238427.9991128470
36,255550.8867339250
37,179473.61713518200
38,224641.64919659500
39,148237.2633361260
40,155606.8291542400
41,229297.4344354390
42,240446.6386829210
43,121647.99115337800
44,116037.35513848200
45,174695.18022179800
46,151939.270576958
47,214694.4062623430
48,170380.44264977300
49,232055.2492171230
50,136616.7751477930
51,209312.09169176100
52,226877.61060063300
53,235525.9702201750
54,136088.46201646200
55,228080.21004155300
56,137738.68964561700
57,157945.35186206500
58,166388.2377161250
59,167376.74248816300
60,95438.27971391180
61,119138.44994882600
62,146748.36771449500
63,158690.70820889900
64,97065.03690847680
65,181599.8998897000
66,126051.93998981900
67,133200.8458128890
68,123838.0583892670
69,91762.90715296550
70,112875.62470918700
71,115769.50335186100
72,134445.42180362700
73,88338.73178469270
74,138285.1276751850
75,112501.44741569300
76,113464.84763709400
77,107073.53357448500
78,130124.64444005900
79,100234.66827673500
80,196988.62567081600
81,92074.06507254300
82,103137.42910562800
83,75258.80657656000
84,167495.31136162600
85,148175.18008463400
86,145253.84760681500
87,108282.7216486000
88,143618.850796316
89,160243.77222674600
90,186659.00758738400
91,113481.53962793900
92,124753.19965504800
93,117134.36145981000
94,185331.95510086600
95,106404.73472576700
96,121148.26862003000
97,98956.31070162500
98,89566.0946763183
99,121659.05590898200
100,144120.25540868600
101,99172.6574756224
102,95982.8641440721
103,166158.00594397800
104,109300.54946826000
105,160327.98783747700
106,156494.27835763000
107,215057.216157297
108,142582.5671779270
109,96839.04045978130
110,195631.56873321800
111,191040.55587485100
112,183115.78356805200
113,175642.23147888500
114,71415.49925331400
115,64404.07467418800
116,180805.17412015500
117,180350.9034683940
118,226057.44496263100
119,220354.52372174400
120,237148.85581615500
121,236493.33664138900
122,183224.116464102
123,218024.56387253500
124,206922.99068530000
125,198084.87566054900
126,200551.6389137880
127,211307.80377223800
128,197123.47770178800
129,186412.58448853100
130,167921.40734540200
131,259799.6984598260
132,166360.359773115
133,188773.62122000500
134,183377.00035952200
135,185204.1777541510
136,179480.9398943470
137,171212.5641195280
138,190908.98396577600
139,171375.74599822000
140,206834.78334467200
141,201549.99902707600
142,157277.72446583600
143,161846.8892202100
144,193437.26913169500
145,157398.46177164800
146,183685.22613135400
147,187226.535614983
148,212991.09950583200
149,172955.5721045540
150,249917.0340529180
151,208529.52721813600
152,223083.48311308800
153,176286.69742261600
154,175433.738295215
155,187381.10088160800
156,193334.79202732100
157,201761.1996384050
158,162194.3446214930
159,218533.58355009000
160,229998.3980480400
161,154449.1924699320
162,196125.89331035200
163,121111.94369058300
164,129077.05175781300
165,170333.44153648100
166,194145.28126320000
167,261470.88221842600
168,203464.57153877400
169,216263.01403717600
170,197795.73488735400
171,145476.35201442200
172,174329.5216838160
173,204931.58306449200
174,196445.82557305700
175,211418.58787551400
176,198493.5940238770
177,226555.6378378920
178,136547.94885332600
179,139122.6428508310
180,173255.43434431100
181,206559.6934217070
182,188262.5011539590
183,240375.51555984600
184,179003.70969177000
185,228648.95856247300
186,212764.16872870200
187,217543.703413682
188,141424.07989801500
189,210417.13149107900
190,148618.8873293780
191,209721.3410846790
192,256626.25487901700
193,153827.3036048660
194,199632.60215875500
195,216804.1881679400
196,206978.83055830100
197,276657.1416744920
198,287458.7601914590
199,291379.8824132960
200,132284.73292655400
201,209089.70059697200
202,270705.3727081670
203,170502.79356325900
204,192004.92734649900
205,160373.3848172570
206,205898.07234027300
207,195837.6892025490
208,162214.81379314800
209,141223.71551259500
210,211547.81161521300
211,296472.5125400250
212,168603.24755067000
213,203494.8925392520
214,158777.98722782700
215,184485.83825133000
216,177010.7353367850
217,174883.31001225000
218,200477.32115309600
219,261602.74639384800
220,263766.8428934740
221,150806.21571561400
222,216401.49596876800
223,159105.21815217300
224,169859.93161872700
225,174109.9039201110
226,199701.36238283000
227,252663.0047138800
228,206489.30236551400
229,266120.18400969700
230,136168.5735949090
231,203845.00001061200
232,207464.5114602770
233,211416.95164932600
