Id,單價元平方公尺
0,125036.84141446334
1,99962.83243981417
2,120016.02710795954
3,124801.6292984763
4,252010.35128941416
5,176988.1117850784
6,158593.9118213866
7,188598.2260644653
8,161595.64850341462
9,236115.69645442418
10,253230.27619153552
11,215720.92797437144
12,127969.06076965554
13,143710.71378028244
14,140719.12896095842
15,109568.93360457521
16,147136.58151698776
17,267779.5387788472
18,210279.98352909466
19,187735.14996061035
20,318178.92918326147
21,110580.90899741673
22,115659.02541416735
23,149992.25950677504
24,130896.17462564813
25,125639.33486682025
26,100537.4682727375
27,171925.4716342577
28,267000.0742468822
29,250671.82677855884
30,256156.01660100295
31,256340.5066468389
32,235042.50233671567
33,291450.4215479011
34,246006.59606906486
35,252126.58490079
36,263313.2758524199
37,180648.21933562128
38,226691.2159618334
39,143905.6408391888
40,145416.48579745335
41,229314.98792941277
42,219040.67845357963
43,121273.27357880578
44,117943.34058133092
45,161818.4387397726
46,150080.44067519082
47,205352.74217203405
48,169145.49007184568
49,229201.8772330797
50,135759.80530889743
51,202880.81799419888
52,227382.8003327476
53,236224.83803297486
54,135559.2779181706
55,225856.3006647524
56,142225.0899401655
57,163032.46958174574
58,181691.98462992496
59,157416.59697619334
60,98614.71299073388
61,117093.12188442732
62,151195.22784282634
63,167489.2693258113
64,90750.84752073283
65,179470.97590228886
66,131630.93581202734
67,139545.52206669655
68,122375.380135386
69,93818.71369627598
70,113726.93423502748
71,101821.21864728909
72,133973.54589036814
73,93061.66018214241
74,136440.877312436
75,115757.44651293191
76,114204.69567638685
77,100590.06359225568
78,131769.70596680502
79,95822.73703500544
80,191275.90762660743
81,88451.42943873479
82,100088.57869133461
83,86583.36316435123
84,160790.33781121546
85,143508.4189272261
86,149792.5574148388
87,103876.73548702733
88,140710.3331380592
89,164672.91969402038
90,214735.25930315728
91,112296.0636243799
92,120819.60950857542
93,121347.07472993624
94,195414.392197233
95,106999.02476313009
96,119351.72930637236
97,90899.5227400149
98,88555.4236457842
99,122528.81070004898
100,140894.14891913248
101,97965.72555021607
102,93002.4590836977
103,138527.97580255818
104,115431.78101655119
105,160003.57378222782
106,143731.9663331681
107,198082.04252759842
108,132110.5014774448
109,91862.11980069896
110,227819.23692120108
111,203112.9686988817
112,184684.62503817212
113,185080.82649896728
114,73935.36563862876
115,71465.73960099903
116,185290.96260979687
117,179214.2257600283
118,226548.734803051
119,227097.74512435583
120,248112.14243937397
121,239376.68527330025
122,184042.15105826256
123,223196.184999072
124,216743.5776434159
125,209794.40012016904
126,215015.05232698208
127,213504.72323071788
128,204595.0757212284
129,189103.59976074475
130,161473.82889768967
131,272072.8223917957
132,163460.52408961882
133,184373.00854404992
134,185042.15852947856
135,181119.85266553567
136,178173.6726404916
137,162631.56734719407
138,192531.28376014408
139,171976.4196869259
140,213196.20287750967
141,208378.10025772615
142,138135.3673290716
143,160174.4647056243
144,197160.59667082547
145,161165.92305044972
146,191849.45442206934
147,203859.1413680194
148,224505.0692299181
149,174434.52212105086
150,239907.44396274543
151,233317.3365748887
152,224164.75417429963
153,163628.0566808215
154,181836.14423351616
155,193825.15601896163
156,222250.52372350247
157,196071.31052100894
158,154236.460522393
159,220521.98277830495
160,226639.9736716415
161,145287.10742737364
162,193142.3895550542
163,112383.3605814163
164,130827.67180137863
165,164745.26395576537
166,192517.6981962476
167,248992.66873556943
168,189844.14053023525
169,200134.77202717582
170,187222.00377869955
171,143463.89960813572
172,168559.80850151653
173,212912.99743576796
174,197141.38747387397
175,195619.07261340064
176,204328.14277759695
177,208987.7342759978
178,134588.72215890014
179,139125.41661575233
180,165637.82933319855
181,191278.68415991805
182,182286.3962656488
183,243273.13095517125
184,192207.74811144845
185,197377.15868236817
186,212671.35736041598
187,218627.50401444623
188,140915.0950021536
189,200227.05601327313
190,146276.33398667665
191,207139.35603230202
192,277814.97840738983
193,139847.12407528394
194,207856.0243290581
195,220510.08044890544
196,218801.96579470197
197,278147.44613783085
198,287783.37081139314
199,281403.0337821626
200,135915.65399352668
201,203477.1211244105
202,277939.41081008094
203,165265.46851005536
204,176004.09376160317
205,162428.80005888676
206,202653.91468892447
207,184037.73362973958
208,167636.14590826305
209,135047.9167702102
210,209564.7282303474
211,290569.66538249026
212,160209.33641769833
213,211212.79570434373
214,160785.7086931493
215,194563.82208013124
216,184750.3220568256
217,149257.39683849912
218,185193.36378831498
219,259788.5770168857
220,276469.26228711
221,149437.67503948454
222,213981.05574180916
223,145958.78505797125
224,174510.4113219146
225,178448.16834045507
226,200088.31741755706
227,243043.90006531103
228,220204.64396527497
229,234327.239558212
230,128639.41674246878
231,196085.59017575474
232,198466.16410500693
233,225424.32961784123
234,274965.71982828423
235,192018.85327625056
236,266262.67987938377
237,270918.38033834693
238,265128.33737637126
239,192578.25944732828
240,218442.47960165088
241,278535.19288646185
242,245475.2218868804
243,202523.1782599153
244,223492.39305522284
245,304061.36851247284
246,321121.8603552416
247,303664.31035885145
248,288820.82582267676
249,193713.56476818424
250,259622.65285606685
251,215041.5500966242
252,219599.5283986654
253,199403.75797520208
254,212961.40870720413
255,319174.54313797725
256,240892.52389855532
257,280673.6650490315
258,178962.14641336922
259,196387.68216534622
260,176489.3300259113
261,176682.51993212587
262,318827.3727243341
263,116614.47908019416
264,164491.09076055666
265,188855.5731537709
266,218030.93151277534
267,138630.00212026385
268,175609.80965236525
269,213931.119469226
270,181557.42144111992
271,179585.31587928557
272,274418.67522395414
273,260996.9665407648
274,216802.82835861127
275,137530.32502541092
276,107318.89625515432
277,137994.17758957334
278,177860.83213755858
279,179937.6163138225
280,281879.837598854
281,211246.7354841122
282,213103.855344107
283,171732.31202168303
284,211558.815623213
285,204771.26211552505
286,230337.44122805647
287,216688.05180012365
288,208483.66912145625
289,221266.62105997629
290,240317.82577608398
291,303477.2958947108
292,226481.75921654134
293,249949.68403228195
294,211995.1647295522
295,207533.94953033203
296,226543.16748778234
297,150267.5302970076
298,210476.7111204248
299,262765.04741917783
300,164694.13100368515
301,133015.50504821108
302,207394.02448402692
303,157239.9671941136
304,179229.16283607588
305,137304.76587807934
306,259451.5308639025
307,232618.31863808155
308,249877.66331398796
309,216489.68893472655
310,260353.86583443117
311,230071.6844033549
312,149295.799208791
313,216019.1264510575
314,183783.963493566
315,209401.99543381503
316,139898.1353011226
317,140906.7293470237
318,168570.64488938122
319,188757.0549396651
320,320799.8823253097
321,186841.2708003815
322,224076.58460549975
323,144615.16461705015
324,352041.5601286376
325,209341.35097077643
326,183226.99197544676
327,243482.44836612543
328,158801.85005153363
329,174170.58661850743
330,163390.8385449401
331,228056.2042924149
332,173605.9416219313
333,168327.66459047256
334,262029.4127938367
335,132648.57681548598
336,126440.83359661979
337,239526.30256441727
338,160731.82196269082
339,194455.45482872313
340,238464.2131675473
341,205781.78190635788
342,165703.5461332938
343,119245.8894152175
344,184299.5855407018
345,191274.25319113056
346,184697.5647506567
347,174922.03467426857
348,260652.0501622583
349,291755.0987510383
350,166785.6474842454
351,182606.75549520695
352,188980.0335461948
